"gene_name"	"module"	"color"	"kME_grey"	"kME_allcells_allgenes_ND_25neighbors-M1"	"kME_allcells_allgenes_ND_25neighbors-M2"	"kME_allcells_allgenes_ND_25neighbors-M3"	"kME_allcells_allgenes_ND_25neighbors-M4"	"kME_allcells_allgenes_ND_25neighbors-M5"	"kME_allcells_allgenes_ND_25neighbors-M6"	"kME_allcells_allgenes_ND_25neighbors-M7"	"kME_allcells_allgenes_ND_25neighbors-M8"	"kME_allcells_allgenes_ND_25neighbors-M9"	"kME_allcells_allgenes_ND_25neighbors-M10"	"kME_allcells_allgenes_ND_25neighbors-M11"
"KAZN"	"KAZN"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0640749283405215	-0.0679056520554754	-0.118408759295664	0.0582929514644996	0.165317942371003	0.0584903907498419	0.152531431752508	-0.0753439003208504	-0.136567142157511	-0.00729237405793358	-0.0940027743358861	-0.137093231229221
"TMEM51"	"TMEM51"	"grey"	"grey"	0.0856259262689863	-0.0144852056741634	-0.025981637673297	-0.103739952068308	0.00923598546656269	-0.012313852048516	0.0595207125313424	0.103028421346823	0.0523293170982897	-0.106021425936169	-0.099812298407832	-0.020133910816469
"CASP9"	"CASP9"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0244093177058847	-0.010299494591677	-0.0388004112316225	-0.0111107782696531	0.0132160607477265	-0.012745510169888	0.0672478658132155	0.0246655604331421	-0.0109340532491195	0.015744927257286	-0.00397321274227635	-0.00195195394818594
"DNAJC16"	"DNAJC16"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.008057457357444	0.0255728261411108	-0.00856584085377062	-0.00427303910369069	-0.00127152587919935	-0.0078812971220296	0.0519223745357003	0.0540522794695888	0.0278983440078621	0.017518022241644	0.01598367012202	0.0282095222364945
"DDI2"	"DDI2"	"grey"	"grey"	-0.0103252384189068	0.0310785469731619	-0.00899322749498091	-0.00451180519696667	-0.02553520076628	-0.0244340393243962	0.0416185208447689	0.0596028733654694	0.0328944470190703	0.0542901737663576	0.0503222658432706	0.0613525017589431
"PLEKHM2"	"PLEKHM2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0837897023193496	-0.128871352229449	-0.181821387223193	-0.098895463264406	-0.0874227464724731	-0.185283938118359	0.227640405678437	0.131558412756672	-0.0369542619041812	0.117705657921096	0.0585169246937021	0.0820570728608548
"SLC25A34"	"SLC25A34"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0570010137799499	-0.0566115839905507	-0.0890715167391899	-0.0340294480632775	-0.0656647688014357	-0.111309178517315	0.111734247964617	0.0572215396740377	-0.0228448285400321	0.0898174199736403	0.0688643900850233	0.0678100838687102
"FBLIM1"	"FBLIM1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00698339304491744	-0.167734639621924	-0.209689637753988	-0.0666992983604539	0.0495157582624646	-0.097739598549637	0.238560846991748	0.0059085362527029	-0.152927893291365	0.0148740693591014	-0.0834968432279687	-0.0969664272168981
"AL450998.2"	"AL450998.2"	"grey"	"grey"	-0.0325901057149682	0.023045699428922	0.025489629460427	0.030279729559344	-0.0197966416559583	-0.0105898474799021	-0.0139715301403959	-0.0044022880369122	0.0220433589453704	0.0314612077910729	0.0471751876515891	0.0337214487033957
"SPEN"	"SPEN"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00939987934033461	-0.0429517693521518	-0.0956686067726629	-0.062054445473799	-0.0249089882722368	-0.0757278836325939	0.144177442101098	0.102030885204045	0.0127293353843958	0.0356788806984406	0.0114016614717893	0.0358315124648737
"ZBTB17"	"ZBTB17"	"grey"	"grey"	-0.00078309421375726	0.00187265009105324	-0.0245128014265781	-0.0135554914771874	-0.0230336983645145	-0.025711492446515	0.0462371716444515	0.0336800497483434	0.0141514504226531	0.016624435597213	0.0247034436663399	0.0322305602108243
"FBXO42"	"FBXO42"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0157103451940337	-0.127657552098578	-0.187030003779667	-0.0657890782836014	0.0151384327364058	-0.081776359071663	0.222098631374106	0.0996888716605357	-0.0269787121362133	0.0591772426056619	0.0307547827511625	-0.0155488917329256
"SZRD1"	"SZRD1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00581837603228724	-0.0319948851634348	-0.0599841298616201	-0.0530328480923598	-0.0138078127544673	-0.0489547013692146	0.0934801186780362	0.0651190314290387	-0.00144752692277216	0.0106330875050411	-0.0135335389909069	0.0154970277925115
"NECAP2"	"NECAP2"	"grey"	"grey"	-0.00123286244229181	-0.00200509273825686	-0.0131477857615507	-0.00675710266256124	-0.0089834505115569	-0.0137779949113439	0.030369033900663	0.0205953961414173	0.00403693213489951	0.00698148057657412	0.00717463742175964	0.00540322001244355
"NBPF1"	"NBPF1"	"grey"	"grey"	0.0341354655127009	0.0412602737365798	0.00467870129252557	-0.00919716988349526	-0.00172438096331764	0.0112790702845702	0.0297531529000342	0.0441613460162667	0.0305613344055569	-0.0117614379128708	0.00490248231095934	0.0209986989121912
"CROCC"	"CROCC"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0161172962483526	-0.139245498939818	-0.172058671924722	-0.0619535193678932	0.0643892206050393	-0.0645146244311575	0.198063941787771	-0.00266071056023341	-0.13749348450787	-0.00395835305685314	-0.0839705298981748	-0.0944782592383557
"ATP13A2"	"ATP13A2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00902075141468815	-0.0953886583908217	-0.119106181468178	-0.0517772152684092	0.00843320905766875	-0.0681999950405612	0.136555217348823	0.0313532709411534	-0.0613804776026917	0.0134349154869692	-0.0370216842776838	-0.0314692137439891
"SDHB"	"SDHB"	"grey"	"grey"	0.0122936692238475	0.0196460300691673	-0.00580673477793956	-0.00629094775883309	-0.00833616516506488	-0.0103389564012511	0.0377981482435197	0.036482793527854	0.0297545208226919	0.0113538368685448	0.0168922149864518	0.0262922359647928
"RCC2"	"RCC2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0368761010814766	0.0191748736796027	-0.0213971598179801	0.0163881516077454	0.0385947343553252	0.022686010396572	0.0526118291782146	0.000278816731255848	-0.0195651580539122	0.0168735078606248	0.0029622351156963	-0.0177770730898748
"ARHGEF10L"	"ARHGEF10L"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0441854654366699	-0.22315731415736	-0.295786834594308	-0.122276860989504	0.0757254166613682	-0.146998030271605	0.382590712379179	0.151361813008734	-0.148640299335815	0.0858811014187961	-0.112672560146887	-0.0567892951280968
"IGSF21"	"IGSF21"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0689316303408339	-0.0750966113061125	-0.0715020438118206	0.109049754244682	0.232746142630052	0.0935194050884615	0.0722373751047903	-0.0836389464411722	-0.114782543874448	-0.0274203333960234	-0.150571337585815	-0.163628045024635
"UBR4"	"UBR4"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0617498440672546	-0.00474591070319942	-0.11514648362439	-0.0126206990946497	-0.0226747760245807	-0.107995171353071	0.204519935690531	0.115311364393999	-0.0278714787591626	0.133936091185814	0.0497593771451934	0.0833329265084011
"EMC1-AS1"	"EMC1-AS1"	"grey"	"grey"	0.0166915785522513	0.0176468782842853	0.00993883702447577	0.00645167021680478	0.00648383108389613	0.015493566387103	-0.0015132473087115	-0.00809254283207723	-0.00276620570528214	-0.0127467854955381	-0.00845945290388874	-0.0128104639973542
"EMC1"	"EMC1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00260349277050196	-0.0221056992898024	-0.0437744683280442	-0.0144162183428616	-0.00382926037778649	-0.0266038549318632	0.0613172929208158	0.0125772979846963	-0.0221932075594407	0.0109244296011842	-0.00300154514573793	-0.00809114155408065
"AKR7A2"	"AKR7A2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0213068043033408	-0.0607551407211039	-0.0839043983782655	-0.0329504450671622	0.0219937305676363	-0.0345581238099447	0.101104669648195	0.0192575816552938	-0.0499916837124258	0.00379976856846412	-0.0315938198618443	-0.0355411853876285
"SLC66A1"	"SLC66A1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0155750246543421	-0.0772315204438218	-0.0892969150578088	-0.0661092675369511	-0.0186645695573552	-0.0679188652457779	0.104594993677825	0.0754148564778791	-0.0113088808850026	-0.00809663183363375	-0.0336826354996583	-0.00237363203812757
"CAPZB"	"CAPZB"	"allcells_allgenes_ND_25neighbors-M2"	"magenta"	-0.0378231980247678	-0.0494048038135567	-0.113454602425501	-0.209674043970511	-0.178335215315433	-0.211804049175877	0.198248249817682	0.407750408395439	0.211890213153892	-0.0180693690036305	0.00952865587413378	0.185979547448803
"MICOS10"	"MICOS10"	"allcells_allgenes_ND_25neighbors-M4"	"blue"	-0.0453710783276293	-0.0202825224618698	0.0142218039305234	-0.208008215358565	-0.198428004525193	-0.141449175593302	0.00642170538659496	0.27727106819938	0.269174460289921	-0.157214805147026	-0.0531523574135092	0.152428532583014
"TMCO4"	"TMCO4"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0302042511960778	-0.0247201659941597	-0.0612498966183065	-0.0662607358471675	-0.0722753301526817	-0.0894249830999294	0.092364287734984	0.127811624617892	0.0558946311354699	0.0498880647759817	0.0342817626730328	0.0921572326989484
"OTUD3"	"OTUD3"	"grey"	"grey"	0.000207087099742727	0.100427210913725	0.0687123050590049	0.0561002919865139	0.00262309878659814	0.0353349627428747	-0.0326755845026386	0.0182308604320768	0.0629252824934633	0.0468592502923343	0.0699273035934413	0.0548094787136902
"VWA5B1"	"VWA5B1"	"allcells_allgenes_ND_25neighbors-M5"	"red"	-0.109750686792087	-0.0175382602272541	-0.0530094182404137	0.0902563767088828	0.00649373737995127	-0.0325585324935276	0.0695684335251838	0.0177012954010249	-0.0279637006921082	0.182829918592847	0.0957419437065395	0.0559539472612909
"CAMK2N1"	"CAMK2N1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0392367914217377	-0.162992107327535	-0.18056194518556	-0.0863651429074307	0.0293215930197371	-0.0998517368920838	0.192842673541838	0.0585184872721277	-0.0925941069257401	0.0250186998045135	-0.0728646437627956	-0.0417919980787906
"PINK1"	"PINK1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00349414512594794	-0.016672204128207	-0.0325006994359675	-0.00951547601535544	0.000879036063248483	-0.0188248586470435	0.0478872605508371	0.0122238088483968	-0.0123746830647404	0.0101538724427041	-0.00102308722287065	-0.00062845369831405
"DDOST"	"DDOST"	"grey"	"grey"	0.00164078905344956	0.00843260272984586	-0.00809223508889051	0.00444008176544761	-0.0059981993607211	-0.0150968498046324	0.0266351198911315	0.0188456333005328	0.0135676137537353	0.0176907662535768	0.0181285731061042	0.01567178833894
"HP1BP3"	"HP1BP3"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00376951608423255	0.0402716361129903	-0.0267086890647554	0.0187795832801595	-0.000269531142662878	-0.0206772679738287	0.0921439675519853	0.0681937286894464	0.0194717249797401	0.0635305571250485	0.0523811437526456	0.0503101762213165
"EIF4G3"	"EIF4G3"	"grey"	"grey"	0.0348143161506573	0.233079882958855	0.245730866731087	0.1539514683061	0.0284606747314743	0.158857770116657	-0.202981203787753	-0.103637643656089	0.0694000123449123	-0.0318698311699122	0.0401209552383045	0.026837032624856
"ECE1"	"ECE1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0845045923250452	-0.231547278397834	-0.314005023855096	-0.140648001850553	0.114929605380986	-0.103603241133513	0.376797796970799	0.0741328347114908	-0.194481655322606	-0.0231626796525428	-0.167403762063432	-0.152149482069757
"NBPF3"	"NBPF3"	"grey"	"grey"	0.0355464891418499	0.0411129138205888	0.00638418659132306	0.00768920290926677	-0.0171377367935317	-0.00314743640364609	0.0176829566872738	0.00647601052906362	0.0219786664451153	0.00534214684533224	0.0300858261922103	0.0191915256709794
"RAP1GAP"	"RAP1GAP"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0726021736002702	-0.210665344890171	-0.266744582849005	-0.174675676035998	0.00595018367346197	-0.142801354859007	0.316706352341965	0.109734537110178	-0.120959094054619	-0.0348430297880949	-0.130934914584036	-0.0773353741800817
"USP48"	"USP48"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.00815927475924672	0.0619942494334327	-0.0118522275898356	-0.00907851860712696	-0.0557261037160468	-0.0475967512380177	0.0790950594798341	0.110567402587304	0.0797348417280626	0.0721364137216031	0.0923624516483521	0.106736347502494
"CDC42"	"CDC42"	"grey"	"grey"	-0.000556505627538524	0.147348146036506	0.112660601331401	0.0870948984136314	-0.0156961420141529	0.0597913201811058	-0.0701158825769325	0.0235062504191349	0.093397864342886	0.0514163495921864	0.103143461277379	0.0819000408523844
"WNT4"	"WNT4"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0083067701571974	-0.0640283252951367	-0.101864298025559	-0.0456081247114241	-0.0483528729595331	-0.090816350374072	0.138001324581998	0.0504681403226935	-0.0280792296978405	0.0284399590595616	0.0227910217238505	0.0233331801973474
"ZBTB40"	"ZBTB40"	"grey"	"grey"	0.0110192726075268	0.0918961290588292	0.0475376563206968	0.0494959108881486	0.00231661777264647	0.0247697360678757	0.00276974442117314	0.0380710190388479	0.0522206117644372	0.0620802335499981	0.0688517646634232	0.0589599416469873
"EPHB2"	"EPHB2"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.14874581082873	-0.106724112067163	-0.146998203892888	-0.0311972053179228	0.166751893321606	0.0492979208867974	0.178142120853871	-0.0639325323184996	-0.174957936562636	-0.0990748679666005	-0.175913291808543	-0.2120964867892
"KDM1A"	"KDM1A"	"grey"	"grey"	0.0519142983087221	0.187915680749929	0.0989800199888143	0.182728234153387	0.091291931890885	0.14418130049065	-0.0515102080175401	-0.0155996207385279	0.0882543735218649	0.139980857882371	0.205200622299916	0.0519043399242425
"AL031428.1"	"AL031428.1"	"grey"	"grey"	0.00265290589419234	0.184484715710097	0.232344615994451	0.185171356101624	0.0507989512139504	0.17140789391687	-0.231787146739797	-0.135084409269597	0.0628361232794516	0.0178610403118031	0.0899869488916899	0.0150609186018184
"LUZP1"	"LUZP1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0105993204998865	0.00144733893866184	-0.00747779071909871	0.0161883344238743	0.00839814273230717	0.0019894457120123	0.0258123535073671	0.0129826577476712	0.00683766362020302	0.015087304472398	0.00199093125415273	0.000498238664126254
"LINC01355"	"LINC01355"	"grey"	"grey"	0.0037775047427212	0.145085132919421	0.108850968326443	0.0811495925285145	0.00764825138617728	0.0613564886215293	-0.0668897624726524	0.00523786880690964	0.0728368042894224	0.0474668697160808	0.0864665698862064	0.0676467886617504
"HNRNPR"	"HNRNPR"	"grey"	"grey"	0.0347125276415274	0.125541639973195	0.0549614489352894	0.0627350886597259	0.0129225521154779	0.0470146454720884	0.00260165014029503	0.0672642581082189	0.116649801591657	0.0694312229183342	0.122383245840722	0.0792162394361455
"TCEA3"	"TCEA3"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0630325920768572	-0.0506308044054079	-0.0733338764711389	-0.0779278471725499	0.00767183821760786	-0.0312061190375652	0.0936347891113124	0.0463575953234287	-0.0435296845177797	-0.0143488238072438	-0.0452996310068818	-0.0289150287552755
"ASAP3"	"ASAP3"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0108837868027374	-0.050253853550652	-0.0721370996112474	-0.0509725697868453	-0.0196099625487335	-0.0525054386154908	0.0901944784028007	0.043480330364974	-0.0196192343101743	0.00334247588552876	-0.0136401353066687	0.00279192097767472
"RPL11"	"RPL11"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00849131651600503	-0.035482802395838	-0.0286250668854931	-0.0116833313298656	0.0265307124145674	0.00520433430441156	0.0196129248186205	-0.0287650591273136	-0.035151296297675	-0.0221906664969992	-0.0362075440752272	-0.0387607083985225
"ELOA-AS1"	"ELOA-AS1"	"grey"	"grey"	-0.0144684299180024	0.0493065146720568	0.050535824183062	0.0389764799197529	-0.0152634860778019	0.0109986738144575	-0.0396456383371808	-0.00656029788066976	0.0296964655592944	0.0254937507157	0.0505310656540426	0.0327271320541825
"ELOA"	"ELOA"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0185988664948468	-0.0432338099272548	-0.0779183750495189	-0.0469569496288324	0.0217065432822206	-0.0394233680285831	0.111873088969783	0.0363720253724072	-0.0347563357232024	-0.00326878706917708	-0.0334839895035567	-0.0292751830050274
"PITHD1"	"PITHD1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.00686616501338471	-0.0604899535234245	-0.0626685242878463	0.0272017180379533	0.137418522591841	0.0600474858257023	0.0673887624740615	-0.0345440766249843	-0.109130753113951	0.0124863784945376	-0.0755389726567235	-0.102798391359622
"GALE"	"GALE"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0279921925896794	-0.062498672289638	-0.0739249887478346	-0.048282997517599	-0.0255761195897603	-0.066586074462053	0.0936358477937844	0.0677384313407219	-0.00835072376065049	0.0161217583855788	-0.0132170937085856	0.0118994011505954
"HMGCL"	"HMGCL"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	-0.0196983711571139	-0.0522861006999834	-0.0745872395254753	-0.0452606508367237	-0.0281506664950217	-0.0679418886256645	0.093999791544645	0.0745094812962835	0.0123712197815338	0.0102010876887852	-0.010769620717124	0.0242801590483923
"PNRC2"	"PNRC2"	"grey"	"grey"	0.0256696376374316	0.0224240136271518	0.0156972097289356	-0.0115028437551945	0.00443782654303174	0.0122071543076813	-0.00226308994644266	0.0108866533352323	0.0139495869700509	-0.0162965060155733	-0.00539235976339289	-0.00387430761573813
"SRSF10"	"SRSF10"	"grey"	"grey"	0.0737475280361769	0.0720398389553315	0.0113805954161691	0.0188810455646149	0.025638489043277	0.053069199590327	0.0314835543436259	0.114668795456961	0.14195607379889	0.0538600569907528	0.120238754210547	0.0635204646323937
"IFNLR1"	"IFNLR1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0182301662017155	-0.0675943413505191	-0.111741755623209	-0.0465027393013955	0.0528730456576372	-0.0347021017202683	0.148687747085093	0.0579697819446072	-0.0517205877532809	-0.00663011686069364	-0.0660094178334387	-0.0450164292803521
"STPG1"	"STPG1"	"grey"	"grey"	0.012448464375159	0.0255452150189303	0.0121427032246377	-0.00872213947784611	-0.00371832971261772	0.00730308345866701	0.0126178173004831	0.0415760784207007	0.0350959337728314	-0.00754180179087838	-0.000274296725831789	0.0233234415494362
"NIPAL3"	"NIPAL3"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0494374920500275	0.0305529781702617	-0.00892718183408012	-0.0178345449475079	0.0279184868095241	0.0149011298725296	0.0458159323808571	0.0444314782071904	0.0253308556752045	-0.017442072788022	-0.0219079267561345	-0.00138865050413741
"RCAN3AS"	"RCAN3AS"	"grey"	"grey"	0.0418874287558921	0.0799072914212362	0.100857185926629	0.0287793448813129	0.0227358678206144	0.0793154095452819	-0.0914256796479365	-0.0227753203577314	0.0478149033210076	-0.0430931582027328	-0.00185083721804648	-0.00336229791543096
"RCAN3"	"RCAN3"	"grey"	"grey"	0.0997906268720289	0.0328543174259939	0.0246016313495808	-0.0489833322617715	0.0513761266632777	0.0595379995435499	0.0161747630618422	0.0437690230885733	0.0344332035643607	-0.100768766621743	-0.0837972228617936	-0.0446902618482279
"NCMAP"	"NCMAP"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0290300356866062	-0.0522479896878588	-0.0580887962010217	-0.123795968825642	-0.069050498418802	-0.0740842151573582	0.0785012735403959	0.139899972025282	0.0780945079800691	-0.0728537630453276	-0.0548627215694583	0.0352122203265892
"SRRM1"	"SRRM1"	"allcells_allgenes_ND_25neighbors-M1"	"turquoise"	0.0123310457225954	-0.017439611248487	-0.0823062386911873	-0.0671877683900906	-0.0345074217399144	-0.0711347206582938	0.134988105593003	0.120732915595073	0.042423808904044	0.0255829631949336	0.00641839256520957	0.0496738569094048
"CLIC4"	"CLIC4"	"grey"	"grey"	0.0128357028786696	0.015191283577694	0.00341638961173678	-0.0537325504574005	-0.0751048695504596	-0.04462097901611	0.012146963920067	0.0507596762293548	0.0483610468179931	-0.0239350839556091	0.0167145462648794	0.047582356137506
